ID Candidato,Municipio,Candidato,Votos,pct_votos_trazados,Ganador,n_posts_total,n_posts_facebook,facebook_likes_total,facebook_likes_late_growth,facebook_comentarios_total,facebook_comentarios_late_growth,facebook_compartidos_total,facebook_compartidos_late_growth,facebook_vistas_total,facebook_vistas_late_growth,facebook_favoritos_total,facebook_favoritos_late_growth,facebook_fb_love_total,facebook_fb_love_late_growth,facebook_fb_haha_total,facebook_fb_haha_late_growth,facebook_fb_care_total,facebook_fb_care_late_growth,facebook_fb_wow_total,facebook_fb_wow_late_growth,facebook_fb_sad_total,facebook_fb_sad_late_growth,facebook_fb_angry_total,facebook_fb_angry_late_growth,n_posts_tiktok,tiktok_likes_total,tiktok_likes_late_growth,tiktok_comentarios_total,tiktok_comentarios_late_growth,tiktok_compartidos_total,tiktok_compartidos_late_growth,tiktok_vistas_total,tiktok_vistas_late_growth,tiktok_favoritos_total,tiktok_favoritos_late_growth,tiktok_fb_love_total,tiktok_fb_love_late_growth,tiktok_fb_haha_total,tiktok_fb_haha_late_growth,tiktok_fb_care_total,tiktok_fb_care_late_growth,tiktok_fb_wow_total,tiktok_fb_wow_late_growth,tiktok_fb_sad_total,tiktok_fb_sad_late_growth,tiktok_fb_angry_total,tiktok_fb_angry_late_growth,n_posts_twitter,twitter_likes_total,twitter_likes_late_growth,twitter_comentarios_total,twitter_comentarios_late_growth,twitter_compartidos_total,twitter_compartidos_late_growth,twitter_vistas_total,twitter_vistas_late_growth,twitter_favoritos_total,twitter_favoritos_late_growth,twitter_fb_love_total,twitter_fb_love_late_growth,twitter_fb_haha_total,twitter_fb_haha_late_growth,twitter_fb_care_total,twitter_fb_care_late_growth,twitter_fb_wow_total,twitter_fb_wow_late_growth,twitter_fb_sad_total,twitter_fb_sad_late_growth,twitter_fb_angry_total,twitter_fb_angry_late_growth,total_likes,total_comentarios,total_compartidos,total_vistas,total_favoritos,total_fb_love,total_fb_haha,total_fb_care,total_fb_wow,total_fb_sad,total_fb_angry,avg_interactions_per_post,max_interactions_single_post,std_interactions
COL-05045-004,Apartadó,Hector Rangel Palacios Rodriguez,28317,56.40162530374856,Sí,45,40,19853,490,1809,41,2114,51,277267,6971,0,0,6715,167,38,0,192,1,7,0,5,0,6,0,5,805,55,28,2,101,6,41165,2767,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20658,1837,2215,318432,61,6715,38,192,7,5,6,549.1111111111111,2131,429.021731925839
COL-05045-005,Apartadó,Adolfo David Romero Benitez,21889,43.59837469625145,No,50,50,13765,326,2290,56,3653,89,152945,3560,0,0,3156,75,90,0,162,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,2290,3653,152945,0,3156,90,162,6,1,2,394.16,1579,314.3919534723547
COL-63001-003,Armenia,Stefany Gomez Murillo,11674,15.762043637934758,No,13,12,1935,48,200,3,344,8,113083,2714,0,0,464,13,21,0,49,0,0,0,1,0,3,0,1,62,4,1,0,1,0,1126,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,201,345,114209,2,464,21,49,0,1,3,195.6153846153846,553,158.94314416458192
COL-63001-013,Armenia,James Padilla Garcia,35703,48.205605962410885,Sí,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,264,16,22,1,9,0,8462,537,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,22,9,8462,9,0,0,0,0,0,0,59.0,108,35.57386681259152
COL-63001-014,Armenia,Jose Ignacio Rojas Sepulveda,26687,36.03235039965435,No,11,11,892,21,97,2,410,11,13080,312,0,0,162,2,1,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,97,410,13080,0,162,1,23,1,0,0,127.18181818181819,328,98.57263127442442
COL-68081-003,Barrancabermeja,Claudia Patricia Andrade Gonzalez,15779,13.556191310772615,No,59,47,7610,178,1408,28,2312,55,143478,3336,0,0,1250,25,201,3,81,0,72,1,15,0,15,0,5,303,20,4,0,53,3,8663,551,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7913,1412,2367,152141,20,1250,201,81,72,15,15,198.16949152542372,850,180.8448708950501
COL-68081-005,Barrancabermeja,Jonathan Stivel Vasquez Gomez,72593,62.366727664802355,Sí,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,3,0,14,0,5511,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,14,5511,0,0,0,0,0,0,0,74.0,74,0.0
COL-68081-006,Barrancabermeja,Elkin David Bueno Altahona,28025,24.077081024425027,No,13,12,4557,107,743,18,633,17,26936,618,0,0,1536,36,174,2,157,1,1,0,2,0,2,0,1,72,5,8,1,2,0,1451,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4629,751,635,28387,1,1536,174,157,1,2,2,462.6923076923077,1184,268.656033065636
COL-08001-002,Barranquilla,Alejandro Char Chaljub,417644,85.26130981544995,Sí,58,16,27459,644,5540,126,3542,80,364694,8420,0,0,3756,90,2088,50,234,2,18,0,18,0,68,0,4,8565,532,551,36,1110,68,183436,11394,328,22,0,0,0,0,0,0,0,0,0,0,0,0,38,51589,128,5466,8,11429,26,4110556,9311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87613,11557,16081,4658686,328,3756,2088,234,18,18,68,1987.0862068965516,8990,1894.9158689326362
COL-08001-005,Barranquilla,Antonio Eduardo Bohorquez Collazos,53144,10.849256900212314,No,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,394,24,105,6,14,0,4817,280,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,105,14,4817,16,0,0,0,0,0,0,128.25,218,103.05783166099832
COL-08001-006,Barranquilla,Hassan Fares Hachem,19052,3.8894332843377426,No,11,11,1370,37,230,6,744,20,35221,920,0,0,72,1,6,0,1,0,27,0,12,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,230,744,35221,0,72,6,1,27,12,86,213.0909090909091,869,241.7856300715386
COL-05049-001,Bello,Juan Felipe Restrepo Tamayo,11226,8.51209026182298,No,25,25,1553,36,225,4,225,3,19102,443,0,0,307,4,5,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,225,225,19102,0,307,5,21,0,0,1,80.12,314,72.0244865769043
COL-05049-003,Bello,Yulieth Lorena Gonzalez Ospina,64022,48.54454326941304,Sí,25,16,3367,81,432,9,503,15,12422,293,0,0,729,17,13,0,19,0,3,0,5,0,10,0,8,1607,89,78,3,68,3,71576,3861,45,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,3,0,7,0,1690,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989,513,578,85688,45,729,13,19,3,5,10,243.2,395,99.99249971872891
COL-05049-008,Bello,Nestor David Restrepo Bonnett,56635,42.94336646876398,No,48,22,2996,75,552,16,548,13,18770,463,0,0,667,18,38,0,71,0,1,0,2,0,4,0,19,2312,142,136,6,150,6,84505,5063,40,0,0,0,0,0,0,0,0,0,0,0,0,0,7,66,0,2,0,15,0,3545,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374,690,713,106820,40,667,38,71,1,2,4,141.1875,389,86.06421557260404
COL-68001-001,Bucaramanga,Jaime Andres Beltran Martinez,91418,39.45311657093042,Sí,104,50,8043,194,956,17,1587,35,81945,2059,0,0,890,9,180,3,108,0,3,0,3,0,11,0,23,6329,388,3,0,365,25,111874,6840,140,3,0,0,0,0,0,0,0,0,0,0,0,0,31,8505,17,1489,1,2328,3,1349488,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22877,2448,4280,1543307,140,890,180,108,3,3,11,284.66346153846155,2957,402.6855626184027
COL-68001-002,Bucaramanga,Edinson Fabian Oviedo Pinzon,33995,14.671166486127236,No,75,21,6799,159,582,11,776,17,612519,14512,0,0,727,19,365,7,51,0,8,0,7,0,18,0,3,189,12,0,0,21,1,8850,564,7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988,582,1110,621369,7,727,365,51,8,7,18,115.73333333333333,856,220.2602473815386
COL-68001-003,Bucaramanga,Consuelo Ordoñez de Rincon,22726,9.807822608140244,No,100,22,3115,77,645,16,284,4,282991,6946,0,0,681,15,59,0,20,0,1,0,0,0,3,0,19,3157,193,283,15,130,5,74401,4501,137,5,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,928,840,357392,137,681,59,20,1,0,3,80.4,1357,160.94512522388905
COL-68001-008,Bucaramanga,Carlos Felipe Parra Rojas,39004,16.83289241432289,No,53,18,15698,363,1590,37,3604,83,260150,6019,0,0,1263,33,339,6,73,0,165,3,11,0,91,1,35,6750,397,100,4,284,13,134800,7811,142,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22448,1690,3888,394950,142,1263,339,73,165,11,91,528.7924528301887,3290,676.8804677594505
COL-68001-012,Bucaramanga,Luis Roberto Ordoñez Ardila,10326,4.456374912067946,No,14,14,3497,72,438,9,274,5,234803,4036,0,0,260,5,357,7,21,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497,438,274,234803,0,260,357,21,4,0,6,300.64285714285717,1626,547.0690586617516
COL-68001-013,Bucaramanga,Jaime Calderon Herrera,10693,4.614760501137183,No,52,15,1562,36,217,2,718,15,15967,384,0,0,166,1,8,0,24,0,3,0,1,0,5,0,13,1666,90,91,7,140,8,20168,1093,56,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228,308,1114,36135,56,166,8,24,3,1,5,89.42307692307692,417,92.86810088989614
COL-68001-015,Bucaramanga,Horacio Jose Serpa Moncada,23551,10.163866507274085,No,77,27,4116,96,1047,22,759,11,127656,2878,0,0,398,5,351,8,31,0,12,0,6,0,11,0,5,240,14,15,0,26,1,8248,508,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,1062,1685,135904,4,398,351,31,12,6,11,92.24675324675324,1414,212.73093679477617
COL-76109-010,Buenaventura,Libia Mosquera Viveros,19727,31.854734530422423,No,17,11,1109,27,113,2,159,2,48952,1231,0,0,309,8,10,0,12,0,2,0,0,0,0,0,3,112,5,2,0,2,0,2960,147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,115,171,51912,2,309,10,12,2,0,0,88.6470588235294,411,99.44090027276917
COL-76109-015,Buenaventura,Ligia del Carmen Cordoba Martinez,42201,68.14526546957758,Sí,15,13,3879,91,455,11,789,17,178028,3967,0,0,932,24,5,0,147,2,1,0,0,0,1,0,2,51,4,4,0,8,0,1682,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,459,797,179710,10,932,5,147,1,0,1,345.73333333333335,1603,392.98063686698475
COL-76001-002,Cali,Alvaro Alejandro Eder Garces,318656,46.09558306596036,Sí,255,100,57250,1382,10376,244,5922,136,945763,23488,0,0,6226,146,3160,74,270,0,84,0,30,0,280,0,75,89898,5087,3586,206,2540,144,2792827,155165,2183,112,0,0,0,0,0,0,0,0,0,0,0,0,80,63076,142,4952,4,11669,16,2953925,6952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210224,18914,20131,6692515,2183,6226,3160,270,84,30,280,977.5254901960784,18820,2229.3397415833256
COL-76001-005,Cali,Miyerlandi Torres Agredo,34529,4.994835771755577,No,129,47,2729,63,1270,28,475,4,9314,221,0,0,446,4,4,0,29,0,1,0,0,0,32,0,10,588,37,41,2,44,2,13448,853,19,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4017,4,1015,1,635,0,520273,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7334,2326,1154,543035,19,446,4,29,1,0,32,83.82945736434108,777,101.1099435663204
COL-76001-006,Cali,Edilson Huerfano Ordoñez,19151,2.770311907813463,No,18,18,4294,108,293,6,1445,35,40257,1043,0,0,389,8,25,0,26,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,293,1445,40257,0,389,25,26,22,0,4,335.1111111111111,2248,503.17344558300096
COL-76001-007,Cali,Roberto Ortiz Urueña,221038,31.974528926910985,No,74,28,8698,206,2511,57,4108,96,453163,10601,0,0,893,21,447,7,58,0,14,0,3,0,38,0,6,2968,187,345,21,159,9,113371,6763,110,6,0,0,0,0,0,0,0,0,0,0,0,0,40,4226,6,2309,1,1167,0,743922,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15892,5165,5434,1310456,110,893,447,58,14,3,38,357.9864864864865,2972,483.56888116232415
COL-76001-009,Cali,Danis Antonio Renteria Chala,86853,12.56382957178856,No,22,15,5744,134,1531,33,1012,23,388824,8799,0,0,350,7,719,17,26,0,9,0,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,96,0,10,0,23,0,5406,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,1541,1035,394230,0,350,719,26,9,9,59,382.54545454545456,2088,562.1021536774532
COL-76001-010,Cali,Deninson Mendoza Ramos,11067,1.6009107557710611,No,66,15,172,2,22,0,54,1,1388,35,0,0,19,0,1,0,0,0,0,0,0,0,1,0,15,64376,3727,785,46,975,56,1046280,60740,2283,133,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64548,807,1184,1047668,2283,19,1,0,0,0,1,1008.1666666666666,18394,3229.220828065225
COL-13001-002,Cartagena,William Garcia Tirado,35885,11.391918832776726,No,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,131,8,12,0,7,0,3871,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,328,0,239,0,142,0,28224,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,251,149,32095,1,0,0,0,0,0,0,33.03846153846154,81,17.215064958880102
COL-13001-009,Cartagena,Jose Luis Osorio Galvis,23662,7.511650645706086,No,34,11,1898,44,166,3,203,3,39038,921,0,0,184,3,13,0,3,0,0,0,0,0,1,0,3,314,20,20,0,26,2,8709,580,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212,186,400,47747,13,184,13,3,0,0,1,82.29411764705883,1445,245.1536969247344
COL-13001-010,Cartagena,Javier Julio Bejarano,56893,18.061040494723876,No,31,22,9208,218,1101,25,1389,32,220773,5410,0,0,1097,25,233,4,47,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,340,0,71,0,124,0,18849,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9548,1172,1513,239622,0,1097,233,47,3,1,9,394.61290322580646,2343,530.3670224425946
COL-13001-011,Cartagena,Judith del Carmen Pinedo Florez,38016,12.068418178816778,No,73,28,1460,35,277,5,158,0,44516,1059,0,0,198,0,61,0,6,0,5,0,0,0,6,0,5,451,26,12,0,2,0,8192,486,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2522,3,84,0,732,0,151859,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4433,373,892,204567,7,198,61,6,5,0,6,78.05479452054794,401,85.34731174750988
COL-13001-012,Cartagena,Dumek Jose Turbay Paz,160548,50.96697184797654,Sí,152,31,7302,185,1856,43,732,14,73893,1898,0,0,1129,33,145,1,268,0,0,0,0,0,0,0,8,0,0,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4855,4,1076,1,1087,1,418845,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157,3010,1819,492738,0,1129,145,268,0,0,0,111.75,1490,192.4246218635696
COL-54001-007,Cúcuta,Mario Vicente Figueroa Fernandez,15856,6.0508229439756995,No,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2959,168,132,5,250,13,137301,7719,162,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959,132,272,137301,162,0,0,0,0,0,0,152.86363636363637,874,200.45859219835697
COL-54001-010,Cúcuta,Juan Carlos Garcia Herreros Cabrera,44292,16.902311417417486,No,47,25,9586,229,1496,35,1978,46,341221,8066,0,0,593,13,603,13,77,0,19,0,9,0,124,3,7,165,11,14,1,30,1,4207,249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,335,0,59,0,168,0,28128,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10086,1569,2176,373556,8,593,603,77,19,9,124,294.27659574468083,2252,470.69493961531333
COL-54001-011,Cúcuta,Jorge Enrique Acevedo Peñaloza,89753,34.25072601479887,No,33,30,28737,707,8663,217,7012,170,612441,15450,0,0,4264,105,705,15,1721,42,13,0,13,0,154,3,3,536,27,23,1,41,2,17269,921,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29273,8686,7053,629710,20,4264,705,1721,13,13,154,1364.0,4869,881.7295149307411
COL-54001-012,Cúcuta,Sergio Andres Maldonado Huertas,11926,4.551091979683034,No,14,7,1948,48,356,8,647,18,135958,3370,0,0,227,5,110,2,36,0,4,0,2,0,3,0,1,64,4,2,0,6,0,1081,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,358,670,137039,5,227,110,36,4,2,3,217.14285714285714,1388,365.7411562930721
COL-54001-013,Cúcuta,Jose Leonardo Jacome Carrascal,87424,33.36195415326259,No,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,570,36,36,2,47,4,17622,1111,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,36,47,17622,26,0,0,0,0,0,0,130.6,177,33.679370540436175
COL-54001-014,Cúcuta,Emerson Meneses Gonzalez,12796,4.883093490862326,No,50,19,216,2,24,0,52,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,10,402,24,13,0,47,2,8912,547,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,37,135,8912,11,3,0,1,0,0,0,15.8,80,19.33907960581372
COL-66170-003,Dosquebradas,Roberto Jimenez Naranjo,24279,35.80445362040997,Sí,16,15,1501,37,118,0,314,7,10822,272,0,0,152,1,1,0,9,0,0,0,0,0,0,0,1,25,1,0,0,0,0,750,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,118,314,11572,1,152,1,9,0,0,0,122.375,227,55.987945131072635
COL-66170-004,Dosquebradas,Oscar Mauricio Toro Valencia,20402,30.087007815956348,No,9,6,2713,70,532,14,578,16,156811,4314,0,0,322,10,37,1,53,1,2,0,1,0,5,0,3,119,7,7,0,5,0,1997,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,539,583,158808,4,322,37,53,2,1,5,439.3333333333333,1560,488.06121542281966
COL-66170-005,Dosquebradas,Tatiana Lopez Saldarriaga,23129,34.10853856363369,No,24,11,3808,96,1052,26,462,10,176956,4426,0,0,578,15,151,4,46,0,5,0,2,0,8,0,6,1215,75,15,0,41,2,91040,5536,87,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023,1067,515,267996,87,578,151,46,5,2,8,275.2083333333333,1271,392.62228548309764
COL-05266-001,Envigado,Raul Eduardo Cardona Gonzalez,46865,52.156251738912694,Sí,45,23,1706,43,464,8,148,0,5964,144,0,0,208,3,3,0,16,0,0,0,0,0,7,0,3,91,5,5,0,1,0,2749,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,179,0,12,0,32,0,9942,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,481,181,18655,3,208,3,16,0,0,7,58.62222222222222,273,65.47528641642685
COL-05266-002,Envigado,Jhony Oswaldo Velez Quintero,27702,30.82967002392744,No,11,11,114,0,12,0,4,0,12,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,12,4,12,0,2,1,1,0,0,0,11.818181818181818,24,5.056049481921272
COL-05266-003,Envigado,Sergio Osvaldo Molina Perez,15288,17.014078237159868,No,2,2,26,0,0,0,4,0,303,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,303,0,8,0,0,0,0,0,15.0,18,4.242640687119285
COL-68276-004,Floridablanca,Jose Fernando Sanchez Carvajal,54352,54.75941001047796,Sí,43,23,9806,226,1100,24,1172,26,328950,7452,0,0,994,23,278,5,77,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,403,0,57,0,60,0,29594,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10209,1157,1232,358544,0,994,278,77,2,2,6,292.9767441860465,1198,363.71073595137403
COL-68276-007,Floridablanca,Jhair Andres Manrique Bautista,13127,13.225396953332796,No,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,3,0,1,0,891,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,27,891,1,0,0,0,0,0,0,3.75,19,5.344921123663268
COL-68276-010,Floridablanca,Sergio Eduardo Flechas Moreno,31777,32.015193036189245,No,57,23,5818,138,1086,23,894,20,163515,3985,0,0,874,22,389,8,112,0,4,0,5,0,16,0,12,1314,80,82,3,137,8,19909,1209,50,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132,1168,1225,183424,50,874,389,112,4,5,16,167.10526315789474,1157,240.68849787125015
COL-73001-001,Ibagué,Jorge Bolivar Torres,70364,33.66006037035442,No,51,35,10315,241,1390,32,1333,29,150128,3447,0,0,1798,44,218,4,122,0,7,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,422,0,76,0,122,0,20823,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10737,1466,1455,170951,0,1798,218,122,7,5,10,267.80392156862746,961,235.1737246894596
COL-73001-003,Ibagué,Renso Alexander Garcia Parra,17461,8.352826930344474,No,98,15,2682,67,379,6,868,20,10592,254,0,0,669,18,8,0,50,0,1,0,2,0,3,0,1,162,11,3,0,6,0,2731,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,382,1840,13323,1,669,8,50,1,2,3,51.69387755102041,630,109.22750382113087
COL-73001-005,Ibagué,Jose Hildebrando Barreto Castillo,11051,5.286472161229986,No,110,50,2458,61,213,2,361,3,63549,1486,0,0,305,1,40,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,213,423,63549,0,305,40,11,1,0,1,28.12727272727273,303,49.00423293660205
COL-73001-006,Ibagué,Marco Emilio Hincapie Ramirez,19912,9.525312973885756,No,69,24,10488,255,1680,40,1274,30,52398,1222,0,0,1536,37,237,2,113,0,8,0,5,0,25,0,8,705,41,61,3,50,3,11108,631,33,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11193,1741,1838,63506,33,1536,237,113,8,5,25,214.08695652173913,1943,342.33234364260164
COL-73001-007,Ibagué,Johana Ximena Aranda Rivera,74941,35.84956205182665,No,52,29,18662,439,3527,83,2413,56,465925,11042,0,0,3343,78,1576,35,202,2,18,0,21,0,82,2,13,8034,446,425,24,399,22,194263,10851,253,13,0,0,0,0,0,0,0,0,0,0,0,0,10,704,1,137,0,163,0,30116,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,4089,2975,690304,253,3343,1576,202,18,21,82,662.7692307692307,4683,882.2994159733121
COL-73001-009,Ibagué,Fernando Murillo Orrego,15314,7.325765512358701,No,35,6,161,4,16,0,24,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,13,663,39,0,0,119,6,15719,914,42,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,16,187,15719,42,22,0,1,0,0,0,29.34285714285714,133,32.78893541599492
